사용월,호선명,지하철역,04시-05시 승차인원,05시-06시 승차인원,06시-07시 승차인원,07시-08시 승차인원,08시-09시 승차인원,09시-10시 승차인원,10시-11시 승차인원,11시-12시 승차인원,12시-13시 승차인원,13시-14시 승차인원,14시-15시 승차인원,15시-16시 승차인원,16시-17시 승차인원,17시-18시 승차인원,18시-19시 승차인원,19시-20시 승차인원,20시-21시 승차인원,21시-22시 승차인원,22시-23시 승차인원,23시-24시 승차인원,00시-01시 승차인원,01시-02시 승차인원,02시-03시 승차인원,03시-04시 승차인원
202205,경부선,광명,0,16,3205,12436,10570,6242,3900,6866,5179,4647,4067,8575,3163,8787,10306,9041,6468,4222,2663,985,0,0,0,0
202205,경부선,구로,12250,24792,20876,39891,40125,28805,21697,22068,23261,23617,23830,27599,32593,50300,64130,26834,20845,18948,13236,4559,33,0,0,0
202205,경부선,군포,60,5598,9377,19541,19115,11369,8794,7668,8284,7678,6813,7128,10057,23307,36848,12092,9914,5899,3686,1124,14,0,0,0
202205,경부선,금정,399,23489,38829,90425,94611,57625,39975,35095,36054,34261,30223,31587,40064,62201,76088,34342,27421,23295,18384,7262,84,1,0,0
202205,경부선,금천구청,729,12725,19665,49967,46185,27768,19974,17461,17927,16289,14013,15031,15955,18861,26482,12106,8949,7496,5280,1360,18,0,0,0
202205,경부선,남영,81,2830,4870,11965,17918,11190,9490,10035,11309,11585,12338,15426,21584,25265,44529,17168,13877,14404,12300,4791,33,0,0,0
202205,경부선,노량진,394,5174,7877,17610,25626,14601,11516,11598,12954,14334,13665,13920,15670,19106,21642,13959,14697,15963,14849,5048,98,1,0,0
202205,경부선,당정,18,3755,11225,27006,25111,13073,9877,9562,10465,8823,8482,10148,11665,15791,16149,7049,5404,4942,4471,1351,18,0,0,0
202205,경부선,대방,450,6484,11883,32064,42017,24605,18216,17362,19150,18477,17316,19015,19888,31272,44742,16597,12651,11652,9378,2494,52,0,0,0
202205,경부선,독산,735,8143,18893,48895,46315,25341,19816,18193,19854,18515,17483,18818,26574,60655,78323,35635,20387,13236,8562,2309,32,0,0,0
202205,경부선,두정,1644,5409,9892,16885,15292,13435,10233,11869,14093,14047,12579,15956,17545,20718,18828,11342,9335,7939,5625,2967,49,0,0,0
202205,경부선,명학,170,7119,11149,27511,23782,12527,10163,10541,11125,10536,13016,11172,16510,30957,39095,14020,13929,8424,6131,1885,14,0,0,0
202205,경부선,병점,3262,8241,27704,59146,49689,32907,27244,26479,26781,22682,22711,24645,31395,36164,35707,22085,15675,14595,11439,3139,32,0,0,0
202205,경부선,서동탄,2,1280,4803,10481,3972,2952,2025,1846,1788,1488,1452,1959,1965,1896,2579,1125,926,619,507,59,7,0,0,0
202205,경부선,서울역,4,74,94,10899,20338,15150,14984,17805,15361,15478,11236,17643,16534,16695,20219,17849,12144,16684,13042,5350,38,1,0,0
202205,경부선,서정리,84,3696,10835,17816,17452,13617,12182,11688,13151,11651,11710,13462,18843,28538,21649,12871,10386,8076,3665,1750,64,0,0,0
202205,경부선,석수,428,8586,16598,39644,39465,23087,15909,14034,13691,12739,11766,14073,15282,18916,18048,10448,7019,5563,4122,1114,33,0,0,0
202205,경부선,성균관대,202,9714,28397,69363,57644,29410,22349,20206,22031,21217,18234,19504,25858,28915,26970,16149,13812,12866,14648,7615,77,0,0,0
202205,경부선,성환,67,2056,4015,7050,6878,6657,6675,7475,12915,11071,10334,15504,26901,22278,16729,7103,6546,4297,2720,1009,57,0,0,0
202205,경부선,세류,486,3820,7722,15493,10352,5898,4749,4360,4311,3829,3523,3951,4895,6586,6006,3760,2899,2588,1483,553,14,0,0,0
202205,경부선,세마,326,2180,5650,11018,9840,6642,5042,4249,4456,4505,3685,3944,5202,6589,8015,3422,2374,1956,1222,482,43,0,0,0
202205,경부선,송탄,78,5416,9068,14865,13511,10370,8665,8820,8133,8010,6817,7478,9452,10201,11043,6517,4888,4284,2139,1121,50,0,0,0
202205,경부선,수원,1810,21136,36451,77055,75281,52895,46387,51685,57340,58953,61097,74649,99249,104727,106587,83955,87805,69737,63919,22531,384,0,0,0
202205,경부선,신길,735,10825,11524,24678,33256,18492,12447,10693,12859,10858,10194,11147,15149,20484,29983,12504,8575,7592,5417,1930,28,0,0,0
202205,경부선,신도림,636,2873,4100,10512,11853,7265,5380,4959,5330,5467,5041,5670,7007,9521,14816,6211,5171,5383,3950,1508,17,0,0,0
202205,경부선,안양,337,16170,35101,89881,82340,46280,33838,33406,40508,38271,36483,44635,58763,61135,46449,29358,27052,28661,25068,8223,78,0,0,0
202205,경부선,영등포,4523,17862,18254,41506,58462,42450,39249,44902,51393,57860,65115,80519,96743,112565,156621,90421,94370,77825,62721,22416,205,0,0,0
202205,경부선,오산,504,7243,16297,27865,27954,20558,18606,18109,18221,16369,15984,16519,22677,28167,29967,16432,14082,10368,5604,2525,143,0,0,0
202205,경부선,오산대,304,3061,6894,13527,11487,7110,5776,5440,6119,6774,6290,8311,10749,10822,10448,4835,3859,3234,2074,1198,74,0,0,0
202205,경부선,용산,455,4169,5771,21575,34410,38025,33263,50171,46706,57189,55324,86519,94825,126932,160645,95451,97574,92318,65244,23488,139,0,0,0
202205,경부선,의왕,75,6778,13837,30974,31488,15867,12251,11550,12507,11900,11595,12544,18302,27536,26429,12506,9115,7058,4701,1709,12,0,0,0
202205,경부선,직산,54,547,1322,2022,2176,1597,1382,1331,1299,1240,1124,1409,1528,3358,3529,1387,930,735,340,220,28,1,0,0
202205,경부선,진위,5,1051,1650,3440,3240,2255,1694,1657,1847,1773,1811,2765,4715,7365,10219,3117,2205,1225,546,287,11,0,0,0
202205,경부선,천안,1869,3160,5735,11970,11163,14003,11026,13102,12975,14300,16028,20903,21997,21817,18709,12890,10308,7537,4339,2087,16,0,0,0
202205,경부선,평택,201,8158,15084,31916,32803,28819,24373,22323,24149,24274,22785,25861,30584,35674,33388,23511,23710,16952,12898,6755,37,0,0,0
202205,경부선,평택지제,23,1941,3724,10226,8694,6191,5003,4434,5730,3988,4793,6706,7811,12608,10923,9066,5282,5113,3854,1444,3,0,0,0
202205,경부선,화서,494,8289,23376,45043,36349,17304,12836,11769,11258,9835,8934,9188,12317,12520,11212,6505,5216,4203,3648,1099,35,0,0,0
202205,경원선,가능,642,8365,12508,26500,23609,14134,12992,12253,11833,10691,9225,9766,11420,14307,10164,6533,5030,4467,3033,1226,131,0,0,0
202205,경원선,광운대,1967,6250,13441,31613,28284,16542,12688,12811,13211,13322,13858,13585,17435,17399,15202,8290,7889,6593,6064,2393,173,0,0,0
202205,경원선,녹양,333,5315,9102,19224,16172,9831,8945,8218,8121,7226,6099,6874,7585,8345,9133,4602,3277,2782,1706,741,61,0,0,0
202205,경원선,녹천,1299,4518,8455,22613,19735,11908,8760,7635,8100,6804,5443,5543,8005,6016,5168,3311,2275,1916,1444,466,32,0,0,0
202205,경원선,덕계,27,2855,8786,14111,13134,7829,5878,5441,4952,4768,4434,5317,7268,6871,5713,2560,1880,1264,838,394,17,0,0,0
202205,경원선,덕정,2,3954,8786,20204,19503,12031,9707,10241,10551,10818,9902,12183,13317,16288,15162,6291,4948,4250,2741,1523,214,0,0,0
202205,경원선,도봉,293,7770,10626,20431,19348,13692,11770,11050,10100,9932,10120,10034,10201,10422,10763,5138,3600,2825,1964,809,102,0,0,0
202205,경원선,도봉산,217,6513,10190,22475,22248,15423,13167,13579,16197,19242,23241,25736,25514,21915,16856,10421,6468,4241,2474,939,98,0,0,0
202205,경원선,동두천,14,1204,3343,6318,6357,4904,4876,4041,4060,4654,4630,6248,5934,6640,6361,2975,1712,909,657,363,1,0,0,0
202205,경원선,동두천중앙,58,2612,5666,9017,9878,7516,6562,6091,6376,6155,5706,5956,6020,7180,7421,3406,2579,1594,1003,416,23,0,0,0
202205,경원선,망월사,457,8438,13433,28681,29766,18146,14830,16957,15350,15187,16918,13651,16377,22943,13938,7495,6220,6412,7775,1988,244,0,0,0
202205,경원선,방학,825,12659,17032,34194,32442,22433,18497,16733,17296,15699,14125,14449,15592,16534,19092,10513,7462,6311,4164,1825,164,0,0,0
202205,경원선,보산,43,1797,2659,4854,4478,3902,3056,3154,3220,3290,3138,3279,3575,5078,3774,2392,1700,1229,524,206,9,0,0,0
202205,경원선,서빙고,44,1045,2212,3311,3530,3429,3102,2792,3191,3659,3312,4658,5825,8024,7792,3342,2676,2420,1554,373,5,0,0,0
202205,경원선,석계,1328,6952,12310,26597,29543,20754,16454,15076,15193,13863,12762,13026,13483,13969,12788,8945,7396,7005,6136,2701,112,0,0,0
202205,경원선,소요산,113,896,1445,3290,4667,5221,4266,4963,7064,9444,13739,15817,14598,10612,6421,2928,1524,937,331,170,5,0,0,0
202205,경원선,신이문,1383,9716,15770,37157,40303,22464,16434,13547,13439,13011,10614,10047,10150,10208,9548,6171,4283,3254,2359,835,57,0,0,0
202205,경원선,양주,1832,5279,12437,31944,29082,20801,16880,15754,14302,12873,11526,11332,14798,16409,15751,8483,5397,3967,2428,823,50,0,0,0
202205,경원선,옥수,0,0,7,45,101,63,37,17,13,12,38,28,438,381,30,480,57,64,13,7,0,0,0,0
202205,경원선,왕십리(성동구청),1087,6639,9360,26785,41785,27715,17051,16990,21273,23465,22488,25108,30629,35197,31809,24627,25033,28968,29475,14856,148,5,0,0
202205,경원선,외대앞,628,5018,8288,19316,24590,14925,12598,12752,14425,14665,14516,16127,17736,21737,16909,11403,8765,8884,10210,3673,112,0,0,0
202205,경원선,월계,1040,5737,10632,26932,25203,15779,12869,12621,14258,13479,10774,13307,19547,18909,13145,6922,4901,4762,3139,1169,65,0,0,0
202205,경원선,응봉,168,1297,3203,7639,7781,5410,3695,3318,3202,2869,2609,2931,3511,3207,3141,2031,1560,1145,938,289,2,0,0,0
202205,경원선,의정부,2577,11608,24712,51255,47472,30463,25938,28794,31002,31462,32957,35435,39095,44662,48066,30342,29492,22297,18214,7831,769,0,0,0
202205,경원선,이촌(국립중앙박물관),43,957,3662,8739,9803,7954,6620,6114,6192,6562,6419,7112,9163,10502,10848,6624,5516,5034,3616,1170,7,0,0,0
202205,경원선,지행,102,5782,11473,24574,25190,16379,13391,12523,11778,11491,10518,10131,11460,12701,13755,7916,6756,5466,4160,2056,141,0,0,0
202205,경원선,창동,0,0,0,0,1,2,0,3,0,1,0,2,0,6,3,1,3,1,1,1,1,0,0,0
202205,경원선,청량리(서울시립대입구),1264,6213,8450,29049,44704,25732,33841,25864,30673,37988,30218,37275,38690,35439,41947,25478,30412,21371,12368,5559,56,0,0,0
202205,경원선,한남,135,1889,2864,4835,5881,4974,4889,5550,6044,5345,5734,7634,9606,14431,14710,7466,5632,5567,5175,2175,11,0,0,0
202205,경원선,회룡,1102,16203,28767,59121,49952,33277,27083,24956,22546,20691,17269,16481,15780,15853,13206,8605,6786,5886,3868,1615,204,0,0,0
202205,경의선,가좌,0,3104,7897,21742,26198,12367,9534,8144,8752,7782,7643,8010,9776,9910,9916,5841,4390,3437,2908,998,16,0,0,0
202205,경의선,강매,0,2186,6724,19343,18697,9103,5905,4903,4559,3747,3279,3297,4100,3710,3931,1601,1133,863,589,245,5,0,0,0
202205,경의선,계양,0,0,0,0,4,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
202205,경의선,곡산,2,227,1017,2034,1710,1102,958,757,731,817,977,1252,1350,2094,2333,768,480,395,274,123,7,0,0,0
202205,경의선,공덕,9,700,2108,4851,5866,4025,3767,4292,4879,4713,4865,4842,6062,10186,16848,6876,5967,6732,5991,2547,17,0,0,0
202205,경의선,금릉,45,2968,10298,19532,16329,10194,8605,8583,8063,7528,6877,7276,8660,10726,12263,5878,4385,4010,2971,692,48,0,0,0
202205,경의선,금촌,120,3699,10732,21551,19741,13401,11103,11250,11697,11481,10559,10608,12256,14852,17793,8858,6766,5461,3617,866,158,0,0,0
202205,경의선,능곡,1,3219,7519,16897,16721,9717,7249,6294,6062,5817,5100,5182,6452,6689,6083,3730,2579,1984,1397,561,32,0,0,0
202205,경의선,디지털미디어시티,7,1075,2798,10957,11391,6043,4382,4049,3993,3598,3605,4026,5141,6017,5332,2994,2133,1772,1381,724,33,0,0,0
202205,경의선,문산,857,3428,8581,17375,15101,11175,9394,9187,9695,9521,9722,9830,11083,14477,12860,6226,4853,3560,2353,130,1,0,0,0
202205,경의선,백마,1,4613,15834,36978,27108,15229,11313,11147,10572,9481,7844,9360,10509,11298,12065,5482,3960,3722,3451,1102,30,0,0,0
202205,경의선,서강대,6,587,1644,3620,4387,3794,2853,2872,3217,3431,3489,3670,4845,6271,6216,3928,3608,4065,3528,1477,20,0,0,0
202205,경의선,서울역,0,914,1278,3159,3262,2892,1993,2238,3253,4092,4261,6935,8713,17264,31127,11621,6271,7383,1321,2342,0,0,0,0
202205,경의선,수색,0,982,1921,3513,4580,3653,2857,2721,2778,2709,2921,3680,7012,10718,14461,6251,3248,2576,2171,754,19,0,0,0
202205,경의선,신촌,0,241,303,731,535,731,695,743,907,898,987,1324,2317,3702,3489,2219,1191,1430,1147,507,2,0,0,0
202205,경의선,야당,40,4953,16772,32211,29367,15165,12239,11517,11264,10984,10217,10782,12366,12662,12003,8582,8911,10338,9702,4661,574,0,0,0
202205,경의선,운정,45,4506,19612,33483,30547,16327,11928,10180,10420,9148,7914,8802,10551,12696,12082,5784,4056,3251,2696,774,85,0,0,0
202205,경의선,월롱,47,561,1115,2349,2629,2674,2207,2577,3926,3965,3285,6342,9112,12863,16266,6847,4764,3210,1293,113,9,0,0,0
202205,경의선,일산,11,7910,24629,50570,36109,21907,15883,15149,14890,13239,11636,12721,15119,15403,13771,7475,5326,4688,4031,1322,46,0,0,0
202205,경의선,임진강,0,0,0,0,0,35,41,20,191,2,7,351,211,675,0,0,0,0,0,0,0,0,0,0
202205,경의선,탄현,42,5959,22322,39191,31093,17334,13053,12375,11665,10487,9361,9868,10737,11103,11702,6469,5507,4506,3616,1245,83,0,0,0
202205,경의선,파주,64,806,1507,2682,2760,2037,1925,2059,3213,2049,1960,2968,5242,6445,4395,1743,965,946,368,62,7,0,0,0
202205,경의선,풍산,17,4220,11347,24932,20728,13482,9663,9203,8953,8613,8614,9381,9764,9519,9062,5305,4588,4503,3293,953,41,0,0,0
202205,경의선,행신,0,3867,13371,40880,34934,16710,12668,12375,12439,10090,8754,8166,11237,15979,11105,7608,8720,6068,6275,2748,100,1,0,0
202205,경의선,홍대입구,11,416,900,1568,2142,1548,1454,1426,1944,2424,2935,3201,4230,5986,6962,5351,4882,5700,5695,2886,39,0,0,0
202205,경의선,화전,0,625,1691,3860,4713,3290,3959,5159,5193,5527,8103,7201,10965,9712,8032,4874,2766,2419,2109,976,60,0,0,0
202205,경의선,효창공원앞,0,648,2072,5200,7765,5406,3457,3316,3704,4077,3629,4283,5674,7629,14627,5921,3931,3396,2768,1096,2,0,0,0
202205,경인선,간석,332,5594,11606,24956,21900,12330,9842,9225,9837,8890,8134,8422,10492,9750,10091,5597,4502,3816,2681,1366,82,0,0,0
202205,경인선,개봉,1487,18849,38724,93818,90255,55196,39192,35770,34078,31756,26835,27173,29676,32594,31574,19202,14960,12153,8865,3185,28,0,0,0
202205,경인선,구일,351,4482,10318,27485,25417,13973,10795,10040,11859,10251,9033,12477,17123,18687,14013,8565,8001,11131,6054,1538,14,0,0,0
202205,경인선,도원,574,2348,3501,7145,6687,4823,5011,5462,5914,5306,4691,6993,10932,11280,11800,3730,2716,2689,1310,357,14,0,0,0
202205,경인선,도화,335,4496,7196,18345,15665,9465,7719,7175,7164,6757,6118,6168,6943,7166,7282,3694,2823,2128,1498,604,21,0,0,0
202205,경인선,동암,604,19555,30300,57494,54334,33303,26955,24318,25081,22963,20150,19978,23308,25318,23930,14981,12203,10259,8126,3836,147,0,0,0
202205,경인선,동인천,1720,7445,17144,42076,32853,22383,20501,21278,23808,23170,23057,28238,32248,39624,44638,19705,14976,12072,7727,2192,14,0,0,0
202205,경인선,백운,103,8284,14496,30232,26238,16148,13078,12297,12247,10794,9130,9656,11323,11848,9651,5494,4379,3745,2748,1234,37,0,0,0
202205,경인선,부개,1995,10002,17296,41470,35143,20271,15313,13944,13941,12799,10670,10752,13074,12900,12179,7023,4970,4016,3080,1287,22,0,0,0
202205,경인선,부천,2943,40209,45753,109647,110687,66177,49269,49513,53239,51171,48665,53601,61193,63879,60904,40696,34515,33603,28961,13240,36,0,0,0
202205,경인선,부평,8213,24526,39553,86337,82660,49212,40558,41303,45739,45571,45447,49858,57992,64283,59314,45212,41669,42981,36056,19648,379,0,0,0
202205,경인선,소사,1119,17759,15581,34349,31458,21071,16746,15106,15331,14266,12683,13908,16447,16315,14633,7979,5982,5295,3560,1208,14,1,0,0
202205,경인선,송내,1848,17008,40211,111267,93978,55440,40205,38494,39579,35890,31682,34518,40128,49605,77789,32496,24254,20843,16400,6956,70,0,0,0
202205,경인선,역곡,1038,31212,47315,124265,122814,67669,45242,40210,42142,41639,34461,35700,43247,48294,42556,26049,21347,18733,16656,6275,12,0,0,0
202205,경인선,오류동,627,13263,19524,53879,52739,30664,21244,19181,21145,18650,15901,16198,16578,16246,15217,9209,7295,5999,4502,1554,13,0,0,0
202205,경인선,온수(성공회대입구),191,6180,9433,23553,23608,15300,12116,11109,12934,11462,10463,11840,17460,14895,12241,7022,5129,5576,3724,1556,13,0,0,0
202205,경인선,인천,389,1205,3154,5916,4923,3689,3758,5274,7342,9343,13345,15223,17432,17211,15674,8360,7200,4820,2416,527,14,0,0,0
202205,경인선,제물포,989,8156,16393,41000,36112,20006,16573,16546,17849,16969,14200,18963,24755,24074,25990,11546,8404,6856,4443,1646,67,0,0,0
202205,경인선,주안,1098,15208,28355,66020,59796,38479,30632,29615,34466,32683,28688,33781,36278,43606,41505,25287,21553,19688,16200,7183,348,0,0,0
202205,경인선,중동,1083,11577,18802,47757,37184,21169,15768,14297,15017,13800,12068,11741,12659,13228,13640,7391,6007,5050,3412,1427,15,0,0,0
202205,경춘선,가평,0,967,1776,3487,4043,3314,3949,6137,4327,3975,4689,5465,6349,7204,6172,2922,2190,1553,623,287,4,0,0,0
202205,경춘선,갈매,7,1855,4398,18144,10916,7156,4696,3550,4235,3619,3442,3598,4959,5121,4903,2555,2087,2587,1682,666,18,0,0,0
202205,경춘선,강촌,10,545,580,683,701,847,1059,1701,1205,1295,1857,2631,2711,2576,1489,901,606,304,143,74,7,0,0,0
202205,경춘선,굴봉산,0,84,84,155,266,225,330,404,434,592,823,962,768,630,287,185,267,112,36,1,2,0,0,0
202205,경춘선,금곡,10,1759,2775,5027,5264,3698,3011,2862,2648,2547,2114,2611,3058,3535,3934,1582,982,671,576,193,20,0,0,0
202205,경춘선,김유정,3,158,239,586,463,448,515,610,858,1140,1868,2426,1988,1668,1286,652,354,170,50,16,12,0,0,0
202205,경춘선,남춘천,576,1384,3878,4669,5962,5833,5761,5670,6096,7236,8563,8920,8874,7871,6324,4461,3686,3119,2069,440,3,0,0,0
202205,경춘선,대성리,12,4485,5201,2943,2314,2724,3708,5044,2357,1602,1729,2458,2386,2110,1750,892,537,422,196,90,0,0,0,0
202205,경춘선,마석,26,1605,9268,16965,14384,10845,8666,7515,7896,6825,6182,6789,7877,7978,8457,4234,3355,2428,1816,809,3,0,0,0
202205,경춘선,백양리,0,42,50,58,169,252,220,361,212,319,397,577,350,462,280,133,123,63,44,6,0,0,0,0
202205,경춘선,별내,26,1334,3945,14299,11030,7099,5041,4180,4928,4399,4256,4766,6589,6529,7177,3532,2869,2465,2323,1154,42,0,0,0
202205,경춘선,사릉,9,2292,4494,12146,9374,6346,4348,3717,3935,3714,2913,3269,3448,5090,5871,2425,1675,1261,860,284,12,0,0,0
202205,경춘선,상천,0,336,334,692,707,632,667,922,873,1003,1763,1831,1761,1259,705,332,157,97,25,14,1,0,0,0
202205,경춘선,신내,9,1116,2831,8762,7781,4145,2964,2705,2961,2885,2800,3149,5406,4784,6304,3069,1625,1275,1052,481,4,0,0,0
202205,경춘선,천마산,40,1286,4085,8735,7119,5476,4230,3256,3194,2583,2523,2195,2780,2202,2429,1139,813,636,578,128,1,0,0,0
202205,경춘선,청평,5,1504,2686,4536,5660,4062,4232,5197,4213,3703,4077,4682,4957,5295,3809,2154,1504,890,495,161,1,0,0,0
202205,경춘선,춘천,249,720,1623,1816,2488,2710,2594,2868,3343,4405,5925,8096,8762,7306,5764,3859,2567,1531,1032,123,3,0,0,0
202205,경춘선,퇴계원,7,3076,6182,19440,13932,9972,6845,5670,6226,4920,4093,4669,4613,5001,6481,3071,2030,1794,1178,415,23,0,0,0
202205,경춘선,평내호평,722,6034,14856,30457,23355,14522,11986,10569,9940,9579,8077,8578,9353,9953,9591,6032,5323,4355,3889,1740,13,0,0,0
202205,공항철도 1호선,검암,389,6768,15047,36115,26922,14087,9922,9496,9502,8026,7331,7118,8924,10001,13243,4940,3975,3453,2610,1096,169,0,0,0
202205,공항철도 1호선,계양,12,9528,25399,65004,52764,28914,19366,16508,15760,13402,10736,10822,13101,13404,9730,6051,4360,3710,2417,1045,164,0,0,0
202205,공항철도 1호선,공덕,76,1354,2370,6164,5607,3259,2443,2674,2866,3008,2730,2801,3610,5335,9076,3798,3106,3173,2715,1426,84,0,0,0
202205,공항철도 1호선,공항화물청사,4,389,1267,1827,2513,1773,809,840,1235,1432,2252,3065,5280,9993,17286,4248,2554,2719,2566,532,5,0,0,0
202205,공항철도 1호선,김포공항,14,2255,3629,7305,15430,17043,20324,24494,28260,23952,22426,26309,24408,28819,37560,25415,24956,28394,22235,3065,131,0,0,0
202205,공항철도 1호선,디지털미디어시티,74,3205,7495,19288,20570,11654,8993,9224,10377,11484,11561,13800,18291,43612,92266,34718,19958,18076,14813,6098,458,0,0,0
202205,공항철도 1호선,마곡나루(서울식물원),13,2210,4977,14579,15237,8788,5769,6768,7951,7140,7426,9773,18107,48084,49296,17749,11595,9129,6356,2395,429,0,0,0
202205,공항철도 1호선,서울역,208,2805,2710,11291,13526,10311,10901,13325,16274,17124,13341,20888,21741,25752,30497,22200,16683,19393,14618,7293,17,0,0,0
202205,공항철도 1호선,영종,11,2498,8154,12645,10429,7893,6798,6451,6240,5291,5325,5753,6643,6865,5221,3103,2505,2280,1391,598,117,0,0,0
202205,공항철도 1호선,운서,33,7319,14959,25284,25144,12083,11884,11919,12657,10536,10110,10844,13819,16576,13329,7206,7282,6686,5342,2155,231,0,0,0
202205,공항철도 1호선,인천공항1터미널,0,2850,4042,9051,11596,11627,7925,7924,8000,7505,8997,12339,12788,17560,26188,13087,9583,7500,4167,879,10,0,0,0
202205,공항철도 1호선,인천공항2터미널,0,1792,2391,3418,6799,6400,3029,2448,1990,2656,3818,7373,7121,12189,15420,7882,5898,3668,1485,323,0,0,0,0
202205,공항철도 1호선,청라국제도시,57,4463,19001,34893,21957,12230,9718,10007,8997,7896,7560,7798,10688,15311,21435,6264,4523,3418,2917,909,120,0,0,0
202205,공항철도 1호선,홍대입구,157,4038,5032,10091,13014,9015,7647,9258,11766,14350,17112,20412,25150,32326,37816,29585,28260,31891,31648,13946,989,0,0,0
202205,과천선,경마공원,0,372,812,2220,2821,2413,2449,3155,4397,5037,9135,12770,21962,35580,72575,11519,2845,960,351,127,10,0,0,0
202205,과천선,과천,6,2494,10778,28347,26419,16961,12687,11597,11484,11123,10353,9774,11360,10995,9538,4930,3534,2628,1881,541,7,0,0,0
202205,과천선,대공원,3,82,316,957,1295,2095,3610,8076,16028,16354,23229,33639,33900,30943,25125,13304,9977,10439,5146,212,9,0,0,0
202205,과천선,범계,119,8267,35697,94757,80289,46389,37607,35476,38614,36932,35992,39292,45806,52747,62432,37847,40797,32514,28761,9853,135,0,0,0
202205,과천선,선바위,1,1211,6668,18967,22793,17281,12517,10956,12028,12013,11981,12650,16443,24395,32310,15281,9368,8093,4375,1038,8,0,0,0
202205,과천선,인덕원,121,8476,29146,81053,75170,47810,38328,32290,33776,33129,29843,32724,40326,58799,84449,31665,25555,24782,17616,4822,44,0,0,0
202205,과천선,정부과천청사,5,2160,8093,22618,21213,15200,12775,12876,13851,14741,14559,16092,23834,33034,52076,14921,12472,10534,5898,1435,10,0,0,0
202205,과천선,평촌,15,4476,21116,59087,47337,27662,21741,19988,21046,18603,18620,21564,25087,43518,64344,25534,18919,16664,14365,4410,34,0,0,0
202205,분당선,가천대,40,5397,7570,18918,26529,16135,12686,13380,23050,15909,22568,26412,33763,41151,23023,13503,9604,8798,9316,3837,35,0,0,0
202205,분당선,강남구청,21,1651,3056,7703,11821,9194,8874,9850,10541,12266,13413,14881,18049,27989,53687,27238,15683,14143,11148,3364,59,0,0,0
202205,분당선,개포동,3,967,3289,9304,10555,7170,6225,5259,6047,5934,6059,6511,10375,11040,9217,5445,3980,4052,4071,1331,15,0,0,0
202205,분당선,구룡,1,445,1526,3807,6154,4506,3447,3169,3245,3097,2968,4083,9985,7630,5716,2818,1712,2960,782,190,8,0,0,0
202205,분당선,구성,42,2603,7963,22899,23193,14064,10216,8565,7544,6909,6543,6265,7438,8742,7642,3817,3027,2584,1673,589,5,1,0,0
202205,분당선,기흥,140,5938,13965,37449,37724,20882,14545,13341,14353,13287,13055,14034,17063,22101,24658,13702,10153,9745,7765,2996,44,0,0,0
202205,분당선,대모산입구,10,2065,5181,15688,17765,11056,8268,7249,7467,6903,6092,6944,8972,9894,9536,4635,2818,2196,1691,486,9,2,0,0
202205,분당선,도곡,91,1541,3880,9770,14935,11172,9382,9916,10539,11204,11470,14663,17540,21845,22449,12338,8462,7234,5756,1062,38,1,0,0
202205,분당선,망포,53,4723,20453,56463,51776,25332,17500,17056,17164,16225,14396,16106,21257,34700,44114,21886,16216,14026,11382,4822,155,0,0,0
202205,분당선,매교,300,2903,4412,9693,10876,5676,4545,4080,4279,3868,3209,3969,7932,11054,6216,3174,2322,1862,1644,453,25,0,0,0
202205,분당선,매탄권선,98,3626,9734,21970,22282,11860,7812,7358,7293,6547,5678,6077,8954,11242,9708,5394,3940,3512,2880,919,42,0,0,0
202205,분당선,모란,391,16126,23768,54718,70427,50662,34578,33454,36786,35712,38712,35388,39350,41774,44293,26189,19243,16678,14345,7188,144,0,0,0
202205,분당선,미금,702,3696,12676,28750,35018,25248,23337,24907,25313,25408,26107,31748,31870,38216,41202,21763,17801,18128,13429,4678,206,0,0,0
202205,분당선,보정,19,1228,3687,9176,10333,6679,5017,4428,3879,3490,3457,4082,4497,6040,4182,1911,1648,1720,1219,476,11,0,0,0
202205,분당선,복정,0,0,0,1,1,0,2,2,0,1,2,1,1,1,0,1,0,3,0,0,1,0,0,0
202205,분당선,상갈,52,3033,8575,20792,22352,13344,9972,8357,8150,7174,6909,7887,8816,11068,11644,6513,4431,3988,2180,870,2,0,0,0
202205,분당선,서울숲,138,2732,5336,13824,22611,14648,9465,9972,13716,15307,18071,24121,31118,45901,56075,33476,23966,21187,15012,3988,80,0,0,0
202205,분당선,서현,290,4848,14117,35216,43007,30920,27865,29420,33385,33806,38034,44279,50960,70553,90557,50485,49253,41370,30946,13164,472,0,0,0
202205,분당선,선릉,72,1212,2304,5194,7228,5951,7585,9094,11456,12633,14213,17872,25859,44958,79249,33572,21114,20553,19227,5253,182,0,0,0
202205,분당선,선정릉,9,926,2094,4853,7766,6410,5746,6685,8566,8569,9895,11236,13742,24454,45323,22082,11805,9677,7716,2213,48,0,0,0
202205,분당선,수내,91,2701,7347,18917,24621,16477,13883,15198,18258,19147,21089,23248,26700,39096,49903,26792,24569,17421,14622,3836,184,0,0,0
202205,분당선,수서,31,3486,6560,25417,40148,25799,23958,19465,23894,21405,15541,25551,29875,36163,42870,19666,20866,14326,15499,6850,36,0,0,0
202205,분당선,수원,563,5036,9090,25362,26914,13558,9307,9354,10903,10726,10670,12842,16300,18889,21617,16555,16043,14431,13576,5795,137,0,0,0
